nomenclature,deficit_total,deficit_moyen,nb_magasins,total_exploitation,total_stock
7035-01-7185677,-3.0,-3.0,1,3.0,0.0
5996-01-6788414,-3.0,-3.0,1,3.0,0.0
5895-14-6066219,-3.0,-3.0,1,3.0,0.0
5805-12-0855918,-3.0,-1.5,2,11.0,8.0
5810-14-5872768,-3.0,-1.5,2,3.0,0.0
5895-01-6584623,-3.0,-3.0,1,3.0,0.0
7025-14-5949765,-3.0,-3.0,1,3.0,0.0
5815-14-5786787,-3.0,-1.5,2,3.0,0.0
5820-01-6155203,-3.0,-1.0,3,3.0,0.0
7025-14-6025681,-3.0,-1.0,3,3.0,0.0
5985-14-5325608,-3.0,-0.6,5,9.0,6.0
7050-99-8434782,-3.0,-3.0,1,3.0,0.0
7025-14-6014089,-3.0,-3.0,1,3.0,0.0
5895-01-6235404,-3.0,-1.5,2,6.0,3.0
5815-41-0001991,-3.0,-1.0,3,3.0,0.0
7025-14-6013683,-3.0,-3.0,1,3.0,0.0
DIRI-14-0000333,-3.0,-3.0,1,3.0,0.0
5895-01-6451646,-3.0,-3.0,1,3.0,0.0
5985-14-5506472,-3.0,-3.0,1,3.0,0.0
7050-14-6070463,-3.0,-3.0,1,3.0,0.0
7025-14-6003673,-3.0,-1.5,2,3.0,0.0
5985-14-5527202,-3.0,-1.5,2,3.0,0.0
5895-22-6102107,3.0,1.5,2,1.0,4.0
7035-01-6776523,-3.0,-3.0,1,3.0,0.0
DIRI-14-0000572,-3.0,-1.0,3,3.0,0.0
5895-15-2011146,-3.0,-0.75,4,4.0,1.0
DIRI-14-0000785,-3.0,-1.5,2,3.0,0.0
7025-14-5963710,-3.0,-1.5,2,3.0,0.0
5985-14-5805213,-3.0,-3.0,1,3.0,0.0
7025-14-5961732,-3.0,-1.0,3,3.0,0.0
5805-01-6146636,3.0,3.0,1,2.0,5.0
DIRI-14-0001650,-3.0,-3.0,1,3.0,0.0
5998-14-4782236,-3.0,-1.5,2,3.0,0.0
DIRI-14-0002559,-3.0,-3.0,1,3.0,0.0
7035-14-5377215,-3.0,-3.0,1,3.0,0.0
5998-14-4288798,-3.0,-3.0,1,3.0,0.0
5895-14-6014085,-3.0,-3.0,1,3.0,0.0
DIRI-14-0002234,-3.0,-1.0,3,3.0,0.0
5998-14-4293916,-3.0,-3.0,1,3.0,0.0
5998-14-4310752,-3.0,-3.0,1,3.0,0.0
5998-14-4392519,3.0,0.75,4,6.0,9.0
5998-14-4454767,-3.0,-1.5,2,4.0,1.0
DIRI-14-0002547,-3.0,-0.43,7,16.0,13.0
5998-14-4472692,-3.0,-3.0,1,3.0,0.0
DIRI-14-0002652,-3.0,-0.27,11,32.0,29.0
5998-14-4162620,-3.0,-3.0,1,3.0,0.0
5998-14-4472693,-3.0,-3.0,1,3.0,0.0
5445-14-5351151,-3.0,-1.0,3,3.0,0.0
5998-14-4491290,-3.0,-3.0,1,3.0,0.0
5445-14-5351145,-3.0,-1.0,3,3.0,0.0
5895-14-6014083,-3.0,-3.0,1,3.0,0.0
7035-14-5377216,-3.0,-1.5,2,3.0,0.0
5998-14-4710954,-3.0,-3.0,1,3.0,0.0
5895-01-5592594,-3.0,-3.0,1,3.0,0.0
5998-14-4742686,-3.0,-1.5,2,3.0,0.0
5998-14-4746031,-3.0,-1.5,2,3.0,0.0
5998-14-4162630,-3.0,-3.0,1,3.0,0.0
5895-01-6982288,-3.0,-0.3,10,25.0,22.0
5996-25-1509312,-3.0,-1.5,2,3.0,0.0
7025-14-5947524,-3.0,-1.5,2,3.0,0.0
DIRI-14-0001677,-3.0,-3.0,1,3.0,0.0
5895-14-6064196,-3.0,-3.0,1,3.0,0.0
5998-01-4674645,-3.0,-3.0,1,3.0,0.0
7025-14-5947593,-3.0,-1.5,2,3.0,0.0
5895-14-6038469,-3.0,-1.5,2,3.0,0.0
5895-01-6777072,-3.0,-3.0,1,3.0,0.0
5998-01-5371165,-3.0,-0.5,6,6.0,3.0
5998-01-5473066,-3.0,-3.0,1,3.0,0.0
DIRI-14-0001756,-3.0,-3.0,1,3.0,0.0
5445-14-5401429,-3.0,-1.5,2,3.0,0.0
5998-01-6125988,3.0,1.0,3,9.0,12.0
5895-01-6815667,-3.0,-3.0,1,3.0,0.0
5998-01-6150710,-3.0,-3.0,1,3.0,0.0
5998-01-6152811,-3.0,-3.0,1,3.0,0.0
DIRI-14-0001819,-3.0,-0.21,14,24.0,21.0
7025-14-5944356,-3.0,-3.0,1,3.0,0.0
5895-01-6777637,-3.0,-1.5,2,3.0,0.0
5445-14-5400636,-3.0,-1.0,3,3.0,0.0
5998-01-6252330,-3.0,-3.0,1,3.0,0.0
5998-01-6261981,-3.0,-3.0,1,3.0,0.0
5895-14-6035257,-3.0,-1.0,3,3.0,0.0
5998-01-6773692,-3.0,-3.0,1,3.0,0.0
5985-14-5223364,-3.0,-1.5,2,3.0,0.0
5895-25-1509708,3.0,0.43,7,23.0,26.0
5985-14-4805378,-3.0,-3.0,1,3.0,0.0
5831-14-6097879,-3.0,-3.0,1,3.0,0.0
7025-41-0000819,-3.0,-0.6,5,4.0,1.0
5975-01-5925424,-3.0,-3.0,1,3.0,0.0
7025-37-5454045,-3.0,-3.0,1,3.0,0.0
7195-14-6118413,-3.0,-1.0,3,3.0,0.0
7025-37-5286655,-3.0,-3.0,1,3.0,0.0
5836-01-5940294,-3.0,-3.0,1,3.0,0.0
5975-14-4252269,-3.0,-1.5,2,3.0,0.0
5975-14-4496634,-3.0,-3.0,1,3.0,0.0
7035-01-6498134,-3.0,-3.0,1,3.0,0.0
5975-14-4546468,-3.0,-0.6,5,5.0,2.0
7025-26-3013291,-3.0,-3.0,1,3.0,0.0
5965-15-0197037,3.0,1.5,2,1.0,4.0
5831-14-6097875,-3.0,-3.0,1,3.0,0.0
7025-25-1494899,-3.0,-1.5,2,3.0,0.0
7025-22-6389183,-3.0,-3.0,1,3.0,0.0
5830-14-5548801,-3.0,-1.5,2,3.0,0.0
7025-22-6262413,-3.0,-1.5,2,3.0,0.0
5826-14-4109587,-3.0,-3.0,1,3.0,0.0
9020-DI-1032012,-3.0,-3.0,1,3.0,0.0
5975-14-5626181,-3.0,-0.75,4,4.0,1.0
7025-21-9206320,-3.0,-3.0,1,3.0,0.0
5825-01-6261733,-3.0,-3.0,1,3.0,0.0
7035-01-6473970,-3.0,-1.0,3,6.0,3.0
7025-41-0010823,-3.0,-3.0,1,3.0,0.0
5985-14-4804784,-3.0,-1.5,2,3.0,0.0
7025-99-5551556,-3.0,-3.0,1,3.0,0.0
5920-14-5514906,-3.0,-1.0,3,3.0,0.0
5895-01-5507811,-3.0,-3.0,1,3.0,0.0
7035-01-5795613,-3.0,-1.5,2,3.0,0.0
5930-01-6572372,-3.0,-3.0,1,3.0,0.0
5895-01-5496911,-3.0,-1.5,2,4.0,1.0
5930-14-5601309,-3.0,-1.5,2,3.0,0.0
5935-14-4159497,-3.0,-3.0,1,3.0,0.0
5895-01-5466309,3.0,1.0,3,6.0,9.0
8130-14-5431836,-3.0,-3.0,1,3.0,0.0
7025-99-6691758,-3.0,-3.0,1,3.0,0.0
5950-14-5410768,-3.0,-1.5,2,3.0,0.0
5965-14-5645564,-3.0,-0.75,4,4.0,1.0
5950-14-5410795,-3.0,-1.5,2,3.0,0.0
7025-99-3023483,-3.0,-3.0,1,3.0,0.0
8145-01-6815984,-3.0,-0.75,4,4.0,1.0
8145-01-7211833,-3.0,-3.0,1,3.0,0.0
5895-99-9763545,-3.0,-3.0,1,3.0,0.0
5960-14-3951015,-3.0,-3.0,1,3.0,0.0
5960-14-4043139,-3.0,-3.0,1,3.0,0.0
5895-01-4858256,-3.0,-0.6,5,4.0,1.0
5895-01-4798735,-3.0,-1.5,2,3.0,0.0
8145-14-6043292,-3.0,-3.0,1,3.0,0.0
5821-14-5976159,-3.0,-3.0,1,3.0,0.0
5975-14-5775163,-3.0,-3.0,1,3.0,0.0
5975-14-5785938,-3.0,-3.0,1,3.0,0.0
5895-01-6135088,-3.0,-1.5,2,3.0,0.0
5820-14-5023177,-3.0,-3.0,1,3.0,0.0
5895-31-0186738,-3.0,-1.5,2,3.0,0.0
7025-14-6095128,-3.0,-3.0,1,3.0,0.0
7025-14-6094656,-3.0,-1.5,2,3.0,0.0
7025-14-6093862,-3.0,-1.5,2,3.0,0.0
5985-12-3907221,-3.0,-3.0,1,3.0,0.0
7025-14-6066938,-3.0,-1.5,2,3.0,0.0
5985-14-3002506,-3.0,-1.5,2,3.0,0.0
5895-30-7001502,-3.0,-1.0,3,3.0,0.0
5985-14-3339677,-3.0,-3.0,1,3.0,0.0
5985-14-3998633,-3.0,-3.0,1,3.0,0.0
5975-14-5785956,-3.0,-3.0,1,3.0,0.0
5895-25-1509716,-3.0,-1.5,2,4.0,1.0
5820-12-3536479,-3.0,-3.0,1,3.0,0.0
5895-25-1509715,-3.0,-1.0,3,4.0,1.0
7025-14-6046649,-3.0,-3.0,1,3.0,0.0
7025-14-6042130,-3.0,-3.0,1,3.0,0.0
5985-14-4716149,-3.0,-3.0,1,3.0,0.0
5895-25-1509712,-3.0,-1.5,2,4.0,1.0
5895-25-1509710,-3.0,-1.0,3,4.0,1.0
5985-14-4749861,-3.0,-3.0,1,3.0,0.0
DIRI-14-0000130,-3.0,-1.5,2,3.0,0.0
5820-14-5575102,-3.0,-3.0,1,3.0,0.0
5895-99-2627132,-3.0,-1.5,2,4.0,1.0
5985-12-3008060,-3.0,-1.5,2,3.0,0.0
5895-01-6126104,-3.0,-0.6,5,6.0,3.0
7025-20-0108432,-3.0,-1.5,2,3.0,0.0
5820-99-9589996,-3.0,-3.0,1,3.0,0.0
5820-99-5083499,3.0,3.0,1,1.0,4.0
7025-20-0090314,-3.0,-1.0,3,10.0,7.0
5975-14-5837996,-3.0,-0.6,5,10.0,7.0
5820-41-0003023,-3.0,-3.0,1,3.0,0.0
5975-14-5882184,-3.0,-3.0,1,3.0,0.0
9040-DI-0022015,3.0,1.5,2,1.0,4.0
5975-14-5939707,-3.0,-3.0,1,3.0,0.0
5820-22-6244938,3.0,1.5,2,3.0,6.0
5820-22-2852340,-3.0,-1.5,2,4.0,1.0
5895-99-3912511,-3.0,-3.0,1,3.0,0.0
7025-15-2059767,-3.0,-1.5,2,3.0,0.0
5820-14-6075773,3.0,3.0,1,1.0,4.0
7025-15-1941798,-3.0,-1.5,2,3.0,0.0
5820-14-5855435,-3.0,-3.0,1,3.0,0.0
7035-01-6558893,-3.0,-1.5,2,4.0,1.0
9070-DI-0522020,-3.0,-1.5,2,3.0,0.0
7025-15-0002892,-3.0,-1.5,2,3.0,0.0
5820-14-5766271,-3.0,-3.0,1,3.0,0.0
7025-14-6114154,-3.0,-1.0,3,3.0,0.0
5998-14-4782234,3.0,1.5,2,1.0,4.0
DIRI-14-0002769,3.0,1.5,2,2.0,5.0
7025-14-5876113,-3.0,-1.5,2,3.0,0.0
7035-14-5741749,-3.0,-1.0,3,5.0,2.0
6130-01-5183022,-3.0,-1.0,3,3.0,0.0
4120-14-5453549,-3.0,-1.5,2,3.0,0.0
6130-01-5262645,-3.0,-1.0,3,3.0,0.0
6130-01-5406601,-3.0,-3.0,1,3.0,0.0
DIRI-14-0005567,-3.0,-3.0,1,3.0,0.0
6130-01-5672273,-3.0,-3.0,1,3.0,0.0
7025-01-6913083,-3.0,-3.0,1,3.0,0.0
6130-01-6107198,3.0,0.43,7,29.0,32.0
6130-01-6301761,-3.0,-3.0,1,3.0,0.0
5895-14-5740824,-3.0,-3.0,1,3.0,0.0
DIRI-14-0005714,-3.0,-1.5,2,3.0,0.0
5895-14-5794952,-3.0,-3.0,1,3.0,0.0
6130-01-6746130,-3.0,-1.5,2,3.0,0.0
6130-01-6780165,3.0,1.5,2,3.0,6.0
6130-01-6858037,3.0,1.0,3,2.0,5.0
6130-12-4051298,-3.0,-0.75,4,17.0,14.0
6130-12-4072823,-3.0,-1.5,2,3.0,0.0
6130-12-4096275,-3.0,-3.0,1,3.0,0.0
7025-01-6833953,-3.0,-1.5,2,3.0,0.0
DIRI-14-0005732,-3.0,-3.0,1,3.0,0.0
4120-14-5357398,-3.0,-1.5,2,3.0,0.0
7025-01-6814518,-3.0,-3.0,1,3.0,0.0
7025-01-6955283,-3.0,-3.0,1,3.0,0.0
7025-01-6959358,-3.0,-1.5,2,3.0,0.0
DIRI-14-0005520,-3.0,-1.5,2,3.0,0.0
5895-14-5741621,-3.0,-1.0,3,4.0,1.0
DIRI-14-0005087,-3.0,-3.0,1,3.0,0.0
4120-99-9975808,-3.0,-1.5,2,3.0,0.0
5895-14-5791581,-3.0,-3.0,1,3.0,0.0
6030-14-5888892,-3.0,-3.0,1,3.0,0.0
5998-14-5115508,-3.0,-3.0,1,3.0,0.0
4120-99-7059068,-3.0,-1.5,2,3.0,0.0
4120-99-5097816,-3.0,-1.5,2,3.0,0.0
5895-14-5786063,-3.0,-3.0,1,3.0,0.0
7025-01-7071578,-3.0,-3.0,1,3.0,0.0
6099-41-0036000,-3.0,-3.0,1,3.0,0.0
7025-01-7063435,-3.0,-1.5,2,3.0,0.0
6110-14-5164671,-3.0,-1.5,2,3.0,0.0
DIRI-14-0005364,-3.0,-3.0,1,3.0,0.0
5895-14-5246466,-3.0,-1.5,2,3.0,0.0
4120-99-1719337,-3.0,-1.0,3,3.0,0.0
DIRI-14-0005453,-3.0,-3.0,1,3.0,0.0
DIRI-14-0005502,-3.0,-3.0,1,3.0,0.0
4120-14-5789592,-3.0,-1.5,2,3.0,0.0
6115-14-5494457,-3.0,-1.5,2,3.0,0.0
6115-14-5514811,-3.0,-1.5,2,3.0,0.0
5895-14-5783464,-3.0,-3.0,1,3.0,0.0
7035-14-5743321,3.0,1.5,2,1.0,4.0
DIRI-14-0005770,-3.0,-1.5,2,3.0,0.0
6130-14-4723345,-3.0,-3.0,1,3.0,0.0
6130-14-5748066,-3.0,-3.0,1,3.0,0.0
6130-14-5748089,-3.0,-1.5,2,3.0,0.0
6130-14-5788169,-3.0,-1.0,3,3.0,0.0
6130-14-5796734,-3.0,-1.0,3,3.0,0.0
6130-14-5827863,-3.0,-3.0,1,3.0,0.0
7025-01-6675302,3.0,1.5,2,2.0,5.0
3439-01-3769353,-3.0,-3.0,1,3.0,0.0
5895-14-5666971,-3.0,-3.0,1,3.0,0.0
6130-14-5859255,-3.0,-1.5,2,3.0,0.0
6130-14-6116480,-3.0,-3.0,1,3.0,0.0
DIRI-14-0006649,-3.0,-1.0,3,4.0,1.0
6130-15-0103241,-3.0,-3.0,1,3.0,0.0
5895-14-5666836,-3.0,-3.0,1,3.0,0.0
5895-14-5666299,-3.0,-3.0,1,3.0,0.0
7025-01-6630604,-3.0,-1.5,2,3.0,0.0
DIRI-14-0013657,-3.0,-3.0,1,3.0,0.0
6130-99-1566580,-3.0,-3.0,1,3.0,0.0
5895-14-5606806,-3.0,-0.75,4,4.0,1.0
6140-01-6617374,-3.0,-3.0,1,3.0,0.0
DIRI-14-0013705,-3.0,-3.0,1,3.0,0.0
6150-01-6782666,-3.0,-3.0,1,3.0,0.0
5895-14-5416310,-3.0,-1.0,3,3.0,0.0
5895-14-5710916,-3.0,-1.5,2,4.0,1.0
6130-14-5741578,-3.0,-3.0,1,3.0,0.0
6130-14-5104147,-3.0,-1.0,3,3.0,0.0
6130-14-5678800,-3.0,-1.0,3,3.0,0.0
7025-01-6786627,-3.0,-3.0,1,3.0,0.0
7035-14-5959001,-3.0,-1.0,3,3.0,0.0
5895-14-5736382,-3.0,-1.0,3,3.0,0.0
5895-14-5736372,-3.0,-1.5,2,3.0,0.0
7025-01-6784662,-3.0,-3.0,1,3.0,0.0
6130-14-5355913,-3.0,-1.0,3,12.0,9.0
5895-14-5736351,-3.0,-3.0,1,3.0,0.0
5895-14-5377179,3.0,1.5,2,1.0,4.0
5895-14-5729963,3.0,1.5,2,1.0,4.0
7035-14-5796305,-3.0,-1.5,2,3.0,0.0
6130-14-5440077,-3.0,-1.5,2,3.0,0.0
6130-14-5447274,-3.0,-1.5,2,3.0,0.0
5895-14-5377197,-3.0,-1.0,3,26.0,23.0
7025-01-6745999,-3.0,-3.0,1,3.0,0.0
6130-14-5531840,-3.0,-1.5,2,3.0,0.0
6130-14-5558460,3.0,1.5,2,1.0,4.0
DIRI-14-0006456,-3.0,-1.5,2,3.0,0.0
7035-14-5958850,-3.0,-1.5,2,3.0,0.0
5895-14-5714025,-3.0,-1.5,2,3.0,0.0
6130-14-5662309,-3.0,-1.5,2,3.0,0.0
6130-14-5675066,-3.0,-1.5,2,3.0,0.0
7035-14-5984002,-3.0,-1.0,3,3.0,0.0
6030-14-5890934,-3.0,-1.5,2,3.0,0.0
5895-14-5802406,-3.0,-3.0,1,3.0,0.0
7035-14-5536276,-3.0,-0.75,4,4.0,1.0
7035-14-5689924,-3.0,-3.0,1,3.0,0.0
5998-14-5479556,-3.0,-0.75,4,9.0,6.0
5998-14-5479558,3.0,0.75,4,5.0,8.0
7025-14-5737586,-3.0,-3.0,1,3.0,0.0
5998-14-5502259,-3.0,-1.5,2,3.0,0.0
5998-14-5502265,-3.0,-1.0,3,3.0,0.0
5998-14-5513018,-3.0,-1.0,3,3.0,0.0
5895-01-7194717,-3.0,-3.0,1,3.0,0.0
7050-01-6318103,-3.0,-3.0,1,3.0,0.0
5895-14-5888112,-3.0,-1.5,2,10.0,7.0
DIRI-14-0003805,-3.0,-1.5,2,3.0,0.0
5998-14-5525159,-3.0,-1.5,2,3.0,0.0
5998-14-5525161,-3.0,-1.5,2,3.0,0.0
7025-14-5677092,-3.0,-1.5,2,3.0,0.0
5998-14-5609171,-3.0,-1.5,2,4.0,1.0
7025-14-5656554,-3.0,-1.5,2,4.0,1.0
5998-14-5660273,-3.0,-3.0,1,3.0,0.0
6030-14-5594947,-3.0,-3.0,1,3.0,0.0
5120-99-6166749,-3.0,-1.5,2,3.0,0.0
7035-14-5724440,-3.0,-3.0,1,3.0,0.0
7025-14-5639544,-3.0,-3.0,1,3.0,0.0
7025-14-5741605,-3.0,-3.0,1,3.0,0.0
5998-14-5461575,-3.0,-3.0,1,3.0,0.0
7025-14-5593526,-3.0,-1.0,3,4.0,1.0
5411-14-5043631,-3.0,-1.5,2,3.0,0.0
5998-14-5115537,3.0,0.75,4,5.0,8.0
5998-14-5119041,-3.0,-3.0,1,3.0,0.0
7035-14-5403885,-3.0,-3.0,1,3.0,0.0
5445-14-5351134,-3.0,-1.5,2,3.0,0.0
7025-14-5870560,-3.0,-3.0,1,3.0,0.0
5998-14-5216520,3.0,0.43,7,8.0,11.0
5998-14-5216521,3.0,1.0,3,3.0,6.0
5998-14-5271246,-3.0,-1.5,2,3.0,0.0
7035-14-5403893,-3.0,-3.0,1,3.0,0.0
5998-14-5395119,-3.0,-3.0,1,3.0,0.0
5998-14-5395124,-3.0,-3.0,1,3.0,0.0
DIRI-14-0002931,-3.0,-3.0,1,3.0,0.0
5895-14-6008475,-3.0,-3.0,1,3.0,0.0
5998-14-5396318,-3.0,-3.0,1,3.0,0.0
5998-14-5396319,-3.0,-1.5,2,3.0,0.0
5445-14-5342562,-3.0,-1.5,2,3.0,0.0
5445-14-5342557,-3.0,-1.0,3,3.0,0.0
7050-01-6735034,-3.0,-1.0,3,3.0,0.0
5411-14-5369578,-3.0,-1.5,2,3.0,0.0
5998-14-5445720,-3.0,-1.5,2,3.0,0.0
5998-14-5448109,3.0,1.5,2,2.0,5.0
5120-14-5126204,3.0,1.0,3,4.0,7.0
7025-14-5645633,-3.0,-1.0,3,3.0,0.0
7035-01-6258277,-3.0,-3.0,1,3.0,0.0
7025-14-5321730,-3.0,-1.5,2,3.0,0.0
5895-14-5854189,-3.0,-1.5,2,3.0,0.0
5998-58-0018037,-3.0,-3.0,1,3.0,0.0
5895-14-5849671,-3.0,-3.0,1,3.0,0.0
5998-99-4589786,-3.0,-3.0,1,3.0,0.0
5998-99-8342609,-3.0,-3.0,1,3.0,0.0
7025-14-5394433,-3.0,-1.5,2,3.0,0.0
5998-14-5787589,-3.0,-3.0,1,3.0,0.0
7025-14-5392684,-3.0,-1.5,2,3.0,0.0
7025-14-5307950,-3.0,-1.5,2,3.0,0.0
DIRI-14-0004384,-3.0,-1.5,2,3.0,0.0
5999-14-5524828,-3.0,-1.5,2,3.0,0.0
4310-14-4845391,-3.0,-1.0,3,3.0,0.0
7025-14-5191058,-3.0,-3.0,1,3.0,0.0
5895-14-4803201,-3.0,-3.0,1,3.0,0.0
7025-14-4678172,-3.0,-0.5,6,5.0,2.0
7035-14-5984172,-3.0,-0.23,13,21.0,18.0
4130-14-5906116,-3.0,-3.0,1,3.0,0.0
6021-14-5772636,-3.0,-3.0,1,3.0,0.0
5895-14-5824003,-3.0,-1.5,2,3.0,0.0
5895-14-5866356,-3.0,-1.0,3,3.0,0.0
5110-14-5535589,-3.0,-1.5,2,3.0,0.0
6030-01-7076373,-3.0,-3.0,1,3.0,0.0
7025-12-3644432,3.0,1.0,3,4.0,7.0
DIRI-14-0004051,-3.0,-3.0,1,3.0,0.0
5120-14-4889216,-3.0,-1.0,3,3.0,0.0
7035-14-5729597,-3.0,-0.75,4,6.0,3.0
5998-14-5821816,-3.0,-3.0,1,3.0,0.0
5895-14-5812197,-3.0,-0.3,10,23.0,20.0
6030-12-3608406,-3.0,-1.5,2,3.0,0.0
5895-14-5873799,-3.0,-1.0,3,3.0,0.0
6030-01-7076170,-3.0,-3.0,1,3.0,0.0
6030-01-6151751,-3.0,-1.5,2,3.0,0.0
7025-14-5453938,-3.0,-1.5,2,3.0,0.0
7025-14-5452181,-3.0,-0.38,8,25.0,22.0
5895-14-5146733,3.0,1.5,2,1.0,4.0
7035-14-5956432,-2.0,-1.0,2,6.0,4.0
7035-14-5954903,-2.0,-2.0,1,2.0,0.0
7035-14-5983995,-2.0,-1.0,2,2.0,0.0
7050-27-0420281,-2.0,-2.0,1,2.0,0.0
7035-14-5973859,-2.0,-2.0,1,2.0,0.0
7035-14-5958849,-2.0,-2.0,1,2.0,0.0
7435-20-0101480,-2.0,-2.0,1,2.0,0.0
7050-01-6810556,-2.0,-2.0,1,2.0,0.0
7021-14-5973860,-2.0,-2.0,1,2.0,0.0
7050-14-5803970,-2.0,-2.0,1,2.0,0.0
7035-14-5963184,-2.0,-2.0,1,2.0,0.0
7195-15-0226160,-2.0,-2.0,1,2.0,0.0
7050-01-6648169,-2.0,-2.0,1,2.0,0.0
7050-14-5925332,-2.0,-1.0,2,2.0,0.0
7035-14-5958881,-2.0,-2.0,1,2.0,0.0
7050-01-5515930,-2.0,-1.0,2,2.0,0.0
7035-14-6093882,-2.0,-2.0,1,2.0,0.0
7035-14-5961498,-2.0,-2.0,1,2.0,0.0
7035-14-6099576,-2.0,-2.0,1,2.0,0.0
7035-99-7289799,2.0,1.0,2,3.0,5.0
7045-14-6063794,-2.0,-1.0,2,2.0,0.0
7035-14-5959031,-2.0,-2.0,1,2.0,0.0
7125-01-6261216,-2.0,-2.0,1,2.0,0.0
7195-14-5959465,-2.0,-2.0,1,2.0,0.0
7050-14-5729451,-2.0,-2.0,1,2.0,0.0
7050-01-6648219,-2.0,-2.0,1,2.0,0.0
7025-01-6561627,-2.0,-1.0,2,2.0,0.0
7021-14-5945687,-2.0,-0.67,3,11.0,9.0
DIRI-14-0004632,-2.0,-1.0,2,2.0,0.0
DIRI-14-0005265,-2.0,-1.0,2,2.0,0.0
DIRI-14-0005220,-2.0,-2.0,1,2.0,0.0
DIRI-14-0005150,-2.0,-2.0,1,2.0,0.0
7021-01-6469315,-2.0,-2.0,1,2.0,0.0
DIRI-14-0005084,-2.0,-2.0,1,2.0,0.0
DIRI-14-0005054,-2.0,-2.0,1,2.0,0.0
DIRI-14-0005003,-2.0,-2.0,1,2.0,0.0
DIRI-14-0004918,-2.0,-2.0,1,2.0,0.0
DIRI-14-0004841,-2.0,-1.0,2,2.0,0.0
DIRI-14-0004821,-2.0,-2.0,1,2.0,0.0
DIRI-14-0004759,-2.0,-1.0,2,2.0,0.0
DIRI-14-0004731,-2.0,-2.0,1,2.0,0.0
DIRI-14-0004580,-2.0,-1.0,2,2.0,0.0
7490-12-3870283,-2.0,-2.0,1,2.0,0.0
DIRI-14-0004546,-2.0,-2.0,1,2.0,0.0
DIRI-14-0004190,-2.0,-2.0,1,2.0,0.0
DIRI-14-0004180,-2.0,-1.0,2,2.0,0.0
DIRI-14-0004170,-2.0,-1.0,2,2.0,0.0
DIRI-14-0004131,-2.0,-2.0,1,2.0,0.0
DIRI-14-0004058,-2.0,-2.0,1,2.0,0.0
DIRI-14-0003882,-2.0,-1.0,2,2.0,0.0
DIRI-14-0003818,-2.0,-1.0,2,3.0,1.0
DIRI-14-0003794,-2.0,-2.0,1,2.0,0.0
DIRI-14-0003742,-2.0,-2.0,1,2.0,0.0
DIRI-14-0003584,-2.0,-2.0,1,2.0,0.0
DIRI-14-0003458,-2.0,-1.0,2,2.0,0.0
DIRI-14-0005308,-2.0,-2.0,1,2.0,0.0
DIRI-14-0005405,-2.0,-0.67,3,4.0,2.0
DIRI-14-0005508,-2.0,-2.0,1,2.0,0.0
DIRI-14-0005515,-2.0,-1.0,2,2.0,0.0
DIRI-14-0013712,-2.0,-2.0,1,2.0,0.0
DIRI-14-0013683,-2.0,-2.0,1,2.0,0.0
DIRI-14-0013672,-2.0,-2.0,1,2.0,0.0
DIRI-14-0013670,-2.0,-2.0,1,2.0,0.0
DIRI-14-0013627,-2.0,-2.0,1,2.0,0.0
DIRI-14-0013529,-2.0,-2.0,1,2.0,0.0
DIRI-14-0006722,-2.0,-1.0,2,2.0,0.0
DIRI-14-0006639,-2.0,-1.0,2,2.0,0.0
DIRI-14-0006552,-2.0,-2.0,1,2.0,0.0
DIRI-14-0006540,-2.0,-2.0,1,2.0,0.0
7021-01-5158463,2.0,0.33,6,9.0,11.0
DIRI-14-0006427,-2.0,-2.0,1,2.0,0.0
DIRI-14-0006401,-2.0,-2.0,1,2.0,0.0
DIRI-14-0006321,-2.0,-2.0,1,2.0,0.0
DIRI-14-0006265,-2.0,-2.0,1,2.0,0.0
DIRI-14-0006261,2.0,1.0,2,3.0,5.0
DIRI-14-0006188,-2.0,-2.0,1,2.0,0.0
DIRI-14-0006174,-2.0,-2.0,1,2.0,0.0
DIRI-14-0006111,-2.0,-2.0,1,2.0,0.0
DIRI-14-0005816,-2.0,-2.0,1,2.0,0.0
7021-01-5796917,-2.0,-2.0,1,2.0,0.0
DIRI-14-0005757,-2.0,-0.67,3,3.0,1.0
DIRI-14-0005624,-2.0,-0.67,3,3.0,1.0
DIRI-14-0005619,2.0,1.0,2,2.0,4.0
DIRI-14-0005586,-2.0,-1.0,2,2.0,0.0
DIRI-14-0003414,-2.0,-2.0,1,2.0,0.0
7021-12-3747190,-2.0,-2.0,1,2.0,0.0
DIRI-14-0003352,-2.0,-2.0,1,2.0,0.0
DIRI-14-0000774,-2.0,-2.0,1,2.0,0.0
DIRI-14-0000382,-2.0,-1.0,2,4.0,2.0
DIRI-14-0000370,-2.0,-1.0,2,2.0,0.0
DIRI-14-0000294,-2.0,-2.0,1,2.0,0.0
DIRI-14-0000285,-2.0,-1.0,2,2.0,0.0
DIRI-14-0000244,-2.0,-1.0,2,2.0,0.0
7021-14-5514648,-2.0,-2.0,1,2.0,0.0
DIRI-14-0000071,-2.0,-2.0,1,2.0,0.0
DIRI-14-0000052,-2.0,-2.0,1,2.0,0.0
9080-DI-1002021,-2.0,-2.0,1,2.0,0.0
9080-DI-0972021,-2.0,-2.0,1,2.0,0.0
9080-DI-0962021,-2.0,-2.0,1,2.0,0.0
9080-DI-0882021,-2.0,-2.0,1,2.0,0.0
7021-14-5564511,-2.0,-0.67,3,4.0,2.0
9070-DI-0742020,-2.0,-2.0,1,2.0,0.0
