magasin;nomenclature;quantite_exploitation;quantite_stock;deficit;type_deficit;deficit_abs;ratio_exp_stock
BST;7021-14-5910771;5.0;14.0;9.0;SURPLUS;9.0;0.357
MRC;5998-14-5271978;10.0;1.0;-9.0;MANQUE;9.0;9.99
CNSO;5998-14-5147122;2.0;11.0;9.0;SURPLUS;9.0;0.182
BST;7021-17-1278669;11.0;2.0;-9.0;MANQUE;9.0;5.497
BST;5895-01-6548839;10.0;1.0;-9.0;MANQUE;9.0;9.99
BST;7025-01-6295560;19.0;10.0;-9.0;MANQUE;9.0;1.9
BST;7025-01-6844735;22.0;31.0;9.0;SURPLUS;9.0;0.71
MRC;5998-14-5649251;16.0;7.0;-9.0;MANQUE;9.0;2.285
BST;7025-14-5812059;12.0;3.0;-9.0;MANQUE;9.0;3.999
BST;7025-14-5959022;6.0;15.0;9.0;SURPLUS;9.0;0.4
PAU;6130-14-5649300;11.0;2.0;-9.0;MANQUE;9.0;5.497
CNSO;5998-14-4852174;2.0;11.0;9.0;SURPLUS;9.0;0.182
MRC;5998-14-4491642;10.0;1.0;-9.0;MANQUE;9.0;9.99
CHG;5820-22-6224794;10.0;1.0;-9.0;MANQUE;9.0;9.99
CHG;5998-14-5649402;12.0;3.0;-9.0;MANQUE;9.0;3.999
CHG;5895-14-5827556;1.0;10.0;9.0;SURPLUS;9.0;0.1
CHG;5998-14-5649251;12.0;3.0;-9.0;MANQUE;9.0;3.999
CHG;5998-14-5649230;10.0;1.0;-9.0;MANQUE;9.0;9.99
CHG;5998-14-5649411;12.0;3.0;-9.0;MANQUE;9.0;3.999
CNSO;5810-14-5872765;3.0;12.0;9.0;SURPLUS;9.0;0.25
CHG;5895-01-6658656;10.0;1.0;-9.0;MANQUE;9.0;9.99
CGC;7025-01-6162699;10.0;1.0;-9.0;MANQUE;9.0;9.99
CNSO;5805-01-6433469;4.0;12.0;8.0;SURPLUS;8.0;0.333
CHG;5895-14-5892204;9.0;17.0;8.0;SURPLUS;8.0;0.529
CNSO;5820-14-5649881;1.0;9.0;8.0;SURPLUS;8.0;0.111
BST;5998-14-5649434;10.0;2.0;-8.0;MANQUE;8.0;4.998
CNSO;5998-20-0085537;14.0;6.0;-8.0;MANQUE;8.0;2.333
MDM;6030-14-5451517;10.0;2.0;-8.0;MANQUE;8.0;4.998
CHG;5820-22-6229684;12.0;4.0;-8.0;MANQUE;8.0;2.999
BST;5985-14-4659246;18.0;26.0;8.0;SURPLUS;8.0;0.692
CHG;5895-14-5854233;9.0;1.0;-8.0;MANQUE;8.0;8.991
MRC;7025-01-7006887;12.0;4.0;-8.0;MANQUE;8.0;2.999
MDM;5895-14-5878983;10.0;2.0;-8.0;MANQUE;8.0;4.998
MDM;7025-01-5154390;9.0;1.0;-8.0;MANQUE;8.0;8.991
CNSO;5998-14-4392519;1.0;9.0;8.0;SURPLUS;8.0;0.111
MRC;7025-01-6691110;9.0;1.0;-8.0;MANQUE;8.0;8.991
PAU;7025-01-6659124;9.0;1.0;-8.0;MANQUE;8.0;8.991
BST;6710-01-6661357;13.0;5.0;-8.0;MANQUE;8.0;2.599
BST;7010-01-6516598;11.0;3.0;-8.0;MANQUE;8.0;3.665
CNSO;5805-14-5427833;1.0;9.0;8.0;SURPLUS;8.0;0.111
MDM;9010-DI-1012016;1.0;9.0;8.0;SURPLUS;8.0;0.111
CHG;5998-14-5648977;9.0;1.0;-8.0;MANQUE;8.0;8.991
CNSO;7025-14-6033579;2.0;10.0;8.0;SURPLUS;8.0;0.2
CNSO;5805-01-6414432;7.0;15.0;8.0;SURPLUS;8.0;0.467
BST;5998-14-5540116;14.0;6.0;-8.0;MANQUE;8.0;2.333
CNSO;7035-01-6774521;2.0;10.0;8.0;SURPLUS;8.0;0.2
MDM;5805-01-6721744;9.0;1.0;-8.0;MANQUE;8.0;8.991
MDM;7025-01-6906089;13.0;5.0;-8.0;MANQUE;8.0;2.599
MDM;5998-14-5649434;12.0;4.0;-8.0;MANQUE;8.0;2.999
MDM;5998-14-5149568;11.0;3.0;-8.0;MANQUE;8.0;3.665
CNSO;6730-14-5863391;1.0;9.0;8.0;SURPLUS;8.0;0.111
MRC;7035-14-5860693;11.0;3.0;-8.0;MANQUE;8.0;3.665
CNSO;5895-14-5900888;2.0;10.0;8.0;SURPLUS;8.0;0.2
MDM;7025-01-6429635;11.0;3.0;-8.0;MANQUE;8.0;3.665
CNSO;6030-14-5737039;1.0;9.0;8.0;SURPLUS;8.0;0.111
MDM;5998-14-5115541;9.0;1.0;-8.0;MANQUE;8.0;8.991
MDM;5895-01-6548907;11.0;3.0;-8.0;MANQUE;8.0;3.665
BST;9080-DI-0362021;9.0;1.0;-8.0;MANQUE;8.0;8.991
MRC;5820-01-6504028;8.0;1.0;-7.0;MANQUE;7.0;7.992
MDM;5998-14-5776623;8.0;1.0;-7.0;MANQUE;7.0;7.992
BST;7025-01-5944903;10.0;3.0;-7.0;MANQUE;7.0;3.332
BST;7010-14-5717701;9.0;2.0;-7.0;MANQUE;7.0;4.498
MRC;5975-01-6429653;17.0;10.0;-7.0;MANQUE;7.0;1.7
PAU;5998-14-5649411;8.0;1.0;-7.0;MANQUE;7.0;7.992
PAU;5895-01-5059537;7.0;14.0;7.0;SURPLUS;7.0;0.5
BST;7010-14-5961808;2.0;9.0;7.0;SURPLUS;7.0;0.222
CHG;5895-14-5730049;11.0;4.0;-7.0;MANQUE;7.0;2.749
BST;5810-14-5879461;13.0;6.0;-7.0;MANQUE;7.0;2.166
BST;5810-14-5872748;8.0;1.0;-7.0;MANQUE;7.0;7.992
BST;7010-01-6441911;19.0;12.0;-7.0;MANQUE;7.0;1.583
CNSO;7010-14-5926783;4.0;11.0;7.0;SURPLUS;7.0;0.364
BST;5895-14-6008118;9.0;2.0;-7.0;MANQUE;7.0;4.498
CHG;5895-14-5767842;15.0;8.0;-7.0;MANQUE;7.0;1.875
MRC;5930-01-5997585;9.0;2.0;-7.0;MANQUE;7.0;4.498
CHG;7025-14-5812059;8.0;1.0;-7.0;MANQUE;7.0;7.992
CNSO;9010-DI-1032014;5.0;12.0;7.0;SURPLUS;7.0;0.417
BST;5820-99-7543461;9.0;2.0;-7.0;MANQUE;7.0;4.498
BST;6130-12-4051298;3.0;10.0;7.0;SURPLUS;7.0;0.3
MRC;5998-14-4747177;8.0;1.0;-7.0;MANQUE;7.0;7.992
BST;5820-99-2176599;23.0;16.0;-7.0;MANQUE;7.0;1.437
BST;5985-22-6196630;10.0;3.0;-7.0;MANQUE;7.0;3.332
CNSO;5110-14-5672350;1.0;8.0;7.0;SURPLUS;7.0;0.125
PAU;5895-15-1922999;3.0;10.0;7.0;SURPLUS;7.0;0.3
CNSO;7025-01-5621812;21.0;14.0;-7.0;MANQUE;7.0;1.5
MRC;5975-14-5882845;9.0;2.0;-7.0;MANQUE;7.0;4.498
BST;5895-14-5854248;9.0;2.0;-7.0;MANQUE;7.0;4.498
ANTACL;7025-01-6659124;9.0;2.0;-7.0;MANQUE;7.0;4.498
MDM;7025-14-6013580;9.0;2.0;-7.0;MANQUE;7.0;4.498
BST;7025-14-5947596;12.0;5.0;-7.0;MANQUE;7.0;2.4
CNSO;5975-14-4491636;3.0;10.0;7.0;SURPLUS;7.0;0.3
BST;7195-14-5872686;8.0;1.0;-7.0;MANQUE;7.0;7.992
CNSO;7035-14-5916707;17.0;10.0;-7.0;MANQUE;7.0;1.7
BST;9020-DI-1082016;11.0;4.0;-7.0;MANQUE;7.0;2.749
MDM;7025-01-5259491;8.0;1.0;-7.0;MANQUE;7.0;7.992
BST;7025-14-5452181;6.0;13.0;7.0;SURPLUS;7.0;0.462
CGC;7025-01-6822886;26.0;19.0;-7.0;MANQUE;7.0;1.368
MRC;5998-14-5217075;9.0;2.0;-7.0;MANQUE;7.0;4.498
MRC;5998-14-5649411;10.0;3.0;-7.0;MANQUE;7.0;3.332
CNSO;5820-98-2043141;1.0;8.0;7.0;SURPLUS;7.0;0.125
MRC;5998-14-5729629;9.0;2.0;-7.0;MANQUE;7.0;4.498
CHG;7025-01-6429656;8.0;1.0;-7.0;MANQUE;7.0;7.992
MRC;5998-14-4761918;9.0;2.0;-7.0;MANQUE;7.0;4.498
MRC;5998-14-4823886;8.0;1.0;-7.0;MANQUE;7.0;7.992
BST;7035-01-6158873;20.0;13.0;-7.0;MANQUE;7.0;1.538
MRC;5998-14-4760551;8.0;1.0;-7.0;MANQUE;7.0;7.992
MRC;5998-14-4747179;8.0;1.0;-7.0;MANQUE;7.0;7.992
CNSO;5810-14-5879461;2.0;9.0;7.0;SURPLUS;7.0;0.222
CHG;5998-14-5900499;8.0;1.0;-7.0;MANQUE;7.0;7.992
BLD;7025-01-5898446;6.0;13.0;7.0;SURPLUS;7.0;0.462
BCE;7025-01-6720552;9.0;2.0;-7.0;MANQUE;7.0;4.498
BST;5820-22-6161404;13.0;7.0;-6.0;MANQUE;6.0;1.857
CNSO;7025-01-6571266;8.0;2.0;-6.0;MANQUE;6.0;3.998
BST;7035-01-6775865;2.0;8.0;6.0;SURPLUS;6.0;0.25
MRC;5998-14-4491646;9.0;3.0;-6.0;MANQUE;6.0;2.999
CNSO;9010-DI-1072013;8.0;2.0;-6.0;MANQUE;6.0;3.998
MDM;5895-14-5454738;9.0;3.0;-6.0;MANQUE;6.0;2.999
MDM;5895-14-5270509;8.0;2.0;-6.0;MANQUE;6.0;3.998
CNSO;9010-DI-1072015;1.0;7.0;6.0;SURPLUS;6.0;0.143
BST;5930-01-6473900;7.0;1.0;-6.0;MANQUE;6.0;6.993
CHG;5820-14-5875877;9.0;15.0;6.0;SURPLUS;6.0;0.6
CNSO;7025-01-5160134;14.0;8.0;-6.0;MANQUE;6.0;1.75
CNSO;6130-14-4761679;2.0;8.0;6.0;SURPLUS;6.0;0.25
ANTACL;5998-14-5729634;8.0;2.0;-6.0;MANQUE;6.0;3.998
CHG;7010-14-5954173;4.0;10.0;6.0;SURPLUS;6.0;0.4
CHG;DIRI-14-0000147;3.0;9.0;6.0;SURPLUS;6.0;0.333
CNSO;6130-01-6014800;1.0;7.0;6.0;SURPLUS;6.0;0.143
MDM;5998-14-5595820;8.0;2.0;-6.0;MANQUE;6.0;3.998
MRC;5998-14-5149588;7.0;1.0;-6.0;MANQUE;6.0;6.993
BST;6130-01-6439237;14.0;8.0;-6.0;MANQUE;6.0;1.75
BST;7025-01-5802001;7.0;1.0;-6.0;MANQUE;6.0;6.993
BST;7025-01-6519677;9.0;3.0;-6.0;MANQUE;6.0;2.999
PAU;5998-14-5649434;9.0;3.0;-6.0;MANQUE;6.0;2.999
CHG;7025-99-8201129;7.0;1.0;-6.0;MANQUE;6.0;6.993
CHG;5895-01-5354405;7.0;1.0;-6.0;MANQUE;6.0;6.993
MRC;7025-01-6336396;8.0;2.0;-6.0;MANQUE;6.0;3.998
CHG;5895-14-5713812;8.0;2.0;-6.0;MANQUE;6.0;3.998
BLD;5895-01-6659304;6.0;12.0;6.0;SURPLUS;6.0;0.5
BST;7025-01-7017005;7.0;1.0;-6.0;MANQUE;6.0;6.993
CHG;5835-12-4150504;8.0;2.0;-6.0;MANQUE;6.0;3.998
PAU;5820-99-9251541;7.0;1.0;-6.0;MANQUE;6.0;6.993
BST;5895-14-5888112;1.0;7.0;6.0;SURPLUS;6.0;0.143
BLD;5810-14-5860295;6.0;12.0;6.0;SURPLUS;6.0;0.5
CNSO;7025-01-6266751;10.0;4.0;-6.0;MANQUE;6.0;2.499
MRC;5810-14-5860295;10.0;4.0;-6.0;MANQUE;6.0;2.499
BST;5810-14-6104556;3.0;9.0;6.0;SURPLUS;6.0;0.333
CGC;7025-01-6241110;7.0;1.0;-6.0;MANQUE;6.0;6.993
CNSO;7025-14-5899492;9.0;15.0;6.0;SURPLUS;6.0;0.6
ANTACL;7025-01-7006887;22.0;28.0;6.0;SURPLUS;6.0;0.786
CGC;5895-14-5501850;7.0;1.0;-6.0;MANQUE;6.0;6.993
CGC;7050-27-0248275;7.0;1.0;-6.0;MANQUE;6.0;6.993
CNSO;9010-DI-1072016;50.0;45.0;-5.0;MANQUE;5.0;1.111
CHG;7025-14-5955956;6.0;1.0;-5.0;MANQUE;5.0;5.994
CHG;7025-20-0063155;7.0;2.0;-5.0;MANQUE;5.0;3.498
CHG;7025-99-3345611;3.0;8.0;5.0;SURPLUS;5.0;0.375
MDM;7025-01-6963056;16.0;11.0;-5.0;MANQUE;5.0;1.454
BST;5830-14-5548763;6.0;11.0;5.0;SURPLUS;5.0;0.545
BLD;7025-01-6471718;6.0;1.0;-5.0;MANQUE;5.0;5.994
ANTACL;5998-14-5649434;7.0;2.0;-5.0;MANQUE;5.0;3.498
CNSO;7025-20-0063155;36.0;31.0;-5.0;MANQUE;5.0;1.161
CHG;7025-01-6735508;4.0;9.0;5.0;SURPLUS;5.0;0.444
BLD;9010-DI-0012022;13.0;18.0;5.0;SURPLUS;5.0;0.722
PAU;7010-14-5961808;6.0;1.0;-5.0;MANQUE;5.0;5.994
PAU;7025-01-6162699;6.0;1.0;-5.0;MANQUE;5.0;5.994
BLD;5810-14-5872772;6.0;1.0;-5.0;MANQUE;5.0;5.994
PAU;7025-01-6295560;7.0;2.0;-5.0;MANQUE;5.0;3.498
BST;5820-14-5649881;1.0;6.0;5.0;SURPLUS;5.0;0.167
PAU;7025-01-6735508;8.0;3.0;-5.0;MANQUE;5.0;2.666
CNSO;7025-01-6065502;1.0;6.0;5.0;SURPLUS;5.0;0.167
BST;5820-14-6071994;10.0;5.0;-5.0;MANQUE;5.0;2.0
CHG;7025-01-5872235;2.0;7.0;5.0;SURPLUS;5.0;0.286
CNSO;9010-DI-1062012;2.0;7.0;5.0;SURPLUS;5.0;0.286
MDM;7025-01-5690988;1.0;6.0;5.0;SURPLUS;5.0;0.167
CNSO;7025-15-1830250;3.0;8.0;5.0;SURPLUS;5.0;0.375
ANTACL;5998-14-5776623;7.0;2.0;-5.0;MANQUE;5.0;3.498
BST;5820-22-6363449;12.0;7.0;-5.0;MANQUE;5.0;1.714
CNSO;7021-17-1278669;1.0;6.0;5.0;SURPLUS;5.0;0.167
MDM;7010-14-5636071;2.0;7.0;5.0;SURPLUS;5.0;0.286
PAU;9030-DI-0012017;10.0;5.0;-5.0;MANQUE;5.0;2.0
BST;7025-14-5931735;6.0;1.0;-5.0;MANQUE;5.0;5.994
CNSO;5810-14-5879458;1.0;6.0;5.0;SURPLUS;5.0;0.167
CNSO;5820-01-5587811;1.0;6.0;5.0;SURPLUS;5.0;0.167
MRC;5895-14-5710809;6.0;1.0;-5.0;MANQUE;5.0;5.994
MDM;5895-01-6590453;9.0;4.0;-5.0;MANQUE;5.0;2.249
BST;7025-14-5885005;6.0;11.0;5.0;SURPLUS;5.0;0.545
BST;7025-01-6550777;7.0;2.0;-5.0;MANQUE;5.0;3.498
BST;5998-14-5890370;13.0;8.0;-5.0;MANQUE;5.0;1.625
BST;5985-14-5618739;5.0;10.0;5.0;SURPLUS;5.0;0.5
MDM;5810-14-5860295;6.0;1.0;-5.0;MANQUE;5.0;5.994
CNSO;5998-14-4852164;1.0;6.0;5.0;SURPLUS;5.0;0.167
BST;5975-14-5355910;6.0;1.0;-5.0;MANQUE;5.0;5.994
MRC;7035-14-5914982;7.0;2.0;-5.0;MANQUE;5.0;3.498
BST;6130-01-6583657;6.0;1.0;-5.0;MANQUE;5.0;5.994
MRC;5998-14-5594755;8.0;3.0;-5.0;MANQUE;5.0;2.666
BST;5998-14-4823904;7.0;2.0;-5.0;MANQUE;5.0;3.498
CHG;7490-01-6289942;11.0;6.0;-5.0;MANQUE;5.0;1.833
CHG;5985-14-5944610;6.0;1.0;-5.0;MANQUE;5.0;5.994
MRC;5998-01-5863401;10.0;15.0;5.0;SURPLUS;5.0;0.667
MRC;5820-99-9251541;7.0;2.0;-5.0;MANQUE;5.0;3.498
MRC;5996-14-4823376;6.0;1.0;-5.0;MANQUE;5.0;5.994
BST;9090-DI-ELI0001;1.0;6.0;5.0;SURPLUS;5.0;0.167
CNSO;5805-71-0399731;10.0;5.0;-5.0;MANQUE;5.0;2.0
CNSO;DIRI-14-0004182;2.0;7.0;5.0;SURPLUS;5.0;0.286
MRC;5998-14-4761675;6.0;1.0;-5.0;MANQUE;5.0;5.994
ANTACL;7025-01-6241110;5.0;1.0;-4.0;MANQUE;4.0;4.995
CNSO;7025-01-6667665;1.0;5.0;4.0;SURPLUS;4.0;0.2
BLD;7025-01-6468008;8.0;4.0;-4.0;MANQUE;4.0;2.0
BST;7050-01-6861556;39.0;43.0;4.0;SURPLUS;4.0;0.907
MRC;7010-14-5961808;6.0;2.0;-4.0;MANQUE;4.0;2.999
MRC;5805-01-6721744;5.0;1.0;-4.0;MANQUE;4.0;4.995
CNSO;7025-01-6675302;1.0;5.0;4.0;SURPLUS;4.0;0.2
CNSO;DIRI-14-0002769;1.0;5.0;4.0;SURPLUS;4.0;0.2
MRC;5998-14-5649223;5.0;1.0;-4.0;MANQUE;4.0;4.995
BCE;5895-01-7022542;7.0;11.0;4.0;SURPLUS;4.0;0.636
PAU;7025-14-5812059;5.0;1.0;-4.0;MANQUE;4.0;4.995
CNSO;5998-01-4565949;7.0;3.0;-4.0;MANQUE;4.0;2.333
MRC;5998-14-5149587;2.0;6.0;4.0;SURPLUS;4.0;0.333
CHG;7025-01-6429635;5.0;1.0;-4.0;MANQUE;4.0;4.995
MRC;5998-14-4252193;5.0;1.0;-4.0;MANQUE;4.0;4.995
CNSO;5820-14-4673111;1.0;5.0;4.0;SURPLUS;4.0;0.2
BCE;5998-14-5649251;6.0;2.0;-4.0;MANQUE;4.0;2.999
MRC;5998-01-5834169;7.0;3.0;-4.0;MANQUE;4.0;2.333
MDM;7025-15-0168475;4.0;8.0;4.0;SURPLUS;4.0;0.5
MRC;5998-14-5511953;5.0;1.0;-4.0;MANQUE;4.0;4.995
MDM;7025-01-6241110;5.0;1.0;-4.0;MANQUE;4.0;4.995
BCE;7025-01-6844735;5.0;1.0;-4.0;MANQUE;4.0;4.995
MDM;7025-01-6426701;1.0;5.0;4.0;SURPLUS;4.0;0.2
CNSO;5820-22-6244938;2.0;6.0;4.0;SURPLUS;4.0;0.333
PAU;5998-14-5729629;6.0;2.0;-4.0;MANQUE;4.0;2.999
CHG;5895-14-5695085;1.0;5.0;4.0;SURPLUS;4.0;0.2
CGC;5810-14-5860295;5.0;1.0;-4.0;MANQUE;4.0;4.995
MRC;5895-01-6659304;5.0;1.0;-4.0;MANQUE;4.0;4.995
CNSO;7195-14-5872686;2.0;6.0;4.0;SURPLUS;4.0;0.333
BST;5985-15-0082430;1.0;5.0;4.0;SURPLUS;4.0;0.2
PAU;5895-14-5377197;5.0;9.0;4.0;SURPLUS;4.0;0.555
CNSO;6130-14-5740012;2.0;6.0;4.0;SURPLUS;4.0;0.333
MDM;5998-14-5649230;8.0;4.0;-4.0;MANQUE;4.0;2.0
MRC;5810-14-5860297;5.0;1.0;-4.0;MANQUE;4.0;4.995
CNSO;5895-14-5595817;3.0;7.0;4.0;SURPLUS;4.0;0.429
CNSO;7025-01-5543248;2.0;6.0;4.0;SURPLUS;4.0;0.333
BST;5895-14-6075442;4.0;8.0;4.0;SURPLUS;4.0;0.5
BST;5895-14-5695085;1.0;5.0;4.0;SURPLUS;4.0;0.2
PAU;5810-14-5879461;5.0;1.0;-4.0;MANQUE;4.0;4.995
CNSO;DIRI-14-0006261;1.0;5.0;4.0;SURPLUS;4.0;0.2
BST;5895-14-6004618;3.0;7.0;4.0;SURPLUS;4.0;0.429
CNSO;6625-33-2192577;1.0;5.0;4.0;SURPLUS;4.0;0.2
CNSO;5895-14-5597509;2.0;6.0;4.0;SURPLUS;4.0;0.333
BST;5998-14-4747163;6.0;2.0;-4.0;MANQUE;4.0;2.999
MRC;5998-14-4761920;6.0;2.0;-4.0;MANQUE;4.0;2.999
CHG;5805-01-6442680;3.0;7.0;4.0;SURPLUS;4.0;0.429
CHG;5998-14-5729634;5.0;1.0;-4.0;MANQUE;4.0;4.995
CHG;5895-01-7022542;2.0;6.0;4.0;SURPLUS;4.0;0.333
MRC;5998-14-4491655;5.0;1.0;-4.0;MANQUE;4.0;4.995
CGC;5810-14-5949212;4.0;8.0;4.0;SURPLUS;4.0;0.5
CNSO;5998-14-5649212;1.0;5.0;4.0;SURPLUS;4.0;0.2
MRC;7025-01-6844735;11.0;15.0;4.0;SURPLUS;4.0;0.733
MDM;7025-01-6712573;7.0;3.0;-4.0;MANQUE;4.0;2.333
BST;6130-14-5355913;10.0;6.0;-4.0;MANQUE;4.0;1.666
MRC;5895-15-1922999;5.0;1.0;-4.0;MANQUE;4.0;4.995
ANTACL;5998-14-5649253;5.0;1.0;-4.0;MANQUE;4.0;4.995
CNSO;5998-20-0085539;11.0;15.0;4.0;SURPLUS;4.0;0.733
MDM;5975-14-6014460;6.0;2.0;-4.0;MANQUE;4.0;2.999
MRC;5998-14-4636521;5.0;2.0;-3.0;MANQUE;3.0;2.499
MDM;7025-01-5944767;2.0;5.0;3.0;SURPLUS;3.0;0.4
CNSO;7490-01-5822347;7.0;4.0;-3.0;MANQUE;3.0;1.75
MRC;5998-14-5149568;4.0;1.0;-3.0;MANQUE;3.0;3.996
PAU;7490-01-7136454;2.0;5.0;3.0;SURPLUS;3.0;0.4
MRC;5998-14-4852180;4.0;1.0;-3.0;MANQUE;3.0;3.996
MDM;7025-01-7006887;1.0;4.0;3.0;SURPLUS;3.0;0.25
MRC;6130-14-5649300;7.0;4.0;-3.0;MANQUE;3.0;1.75
MRC;5998-14-5164411;4.0;1.0;-3.0;MANQUE;3.0;3.996
MRC;5998-14-5216510;5.0;2.0;-3.0;MANQUE;3.0;2.499
CNSO;9080-DI-0392021;5.0;8.0;3.0;SURPLUS;3.0;0.625
CNSO;9030-DI-1022013;3.0;6.0;3.0;SURPLUS;3.0;0.5
PAU;5895-01-5838449;3.0;6.0;3.0;SURPLUS;3.0;0.5
MDM;5810-14-5668143;4.0;1.0;-3.0;MANQUE;3.0;3.996
MDM;5820-14-5697607;5.0;2.0;-3.0;MANQUE;3.0;2.499
MDM;5895-01-6906682;1.0;4.0;3.0;SURPLUS;3.0;0.25
MRC;5895-14-5501846;1.0;4.0;3.0;SURPLUS;3.0;0.25
PAU;5930-15-0140306;6.0;3.0;-3.0;MANQUE;3.0;1.999
MRC;7025-01-7016891;5.0;2.0;-3.0;MANQUE;3.0;2.499
MDM;6130-14-5650944;5.0;2.0;-3.0;MANQUE;3.0;2.499
MRC;7025-01-6795313;4.0;1.0;-3.0;MANQUE;3.0;3.996
MRC;7025-01-6519677;5.0;2.0;-3.0;MANQUE;3.0;2.499
MRC;5805-14-5395177;5.0;2.0;-3.0;MANQUE;3.0;2.499
MRC;5975-14-4761893;7.0;4.0;-3.0;MANQUE;3.0;1.75
MRC;7025-01-5867725;4.0;1.0;-3.0;MANQUE;3.0;3.996
MRC;7021-14-5732755;5.0;2.0;-3.0;MANQUE;3.0;2.499
PAU;5998-14-5812746;4.0;1.0;-3.0;MANQUE;3.0;3.996
MDM;5998-14-5216510;5.0;2.0;-3.0;MANQUE;3.0;2.499
PAU;7025-01-6571299;4.0;1.0;-3.0;MANQUE;3.0;3.996
MDM;7490-01-6289942;4.0;1.0;-3.0;MANQUE;3.0;3.996
PAU;7025-01-7016891;1.0;4.0;3.0;SURPLUS;3.0;0.25
MRC;5998-14-4746028;8.0;5.0;-3.0;MANQUE;3.0;1.6
CNSO;5895-14-2620980;2.0;5.0;3.0;SURPLUS;3.0;0.4
BST;5985-22-6043146;4.0;1.0;-3.0;MANQUE;3.0;3.996
BST;7035-01-6753307;2.0;5.0;3.0;SURPLUS;3.0;0.4
BST;5820-99-5083499;1.0;4.0;3.0;SURPLUS;3.0;0.25
CNSO;6060-27-0676923;6.0;3.0;-3.0;MANQUE;3.0;1.999
BST;DIRI-14-0001992;6.0;3.0;-3.0;MANQUE;3.0;1.999
BST;9070-DI-0022023;7.0;10.0;3.0;SURPLUS;3.0;0.7
BST;9030-DI-1012013;5.0;2.0;-3.0;MANQUE;3.0;2.499
CNSO;6130-01-6429643;5.0;2.0;-3.0;MANQUE;3.0;2.499
BST;7035-14-5956432;1.0;4.0;3.0;SURPLUS;3.0;0.25
BST;5895-14-5730049;2.0;5.0;3.0;SURPLUS;3.0;0.4
ANTACL;7010-14-5961808;4.0;1.0;-3.0;MANQUE;3.0;3.996
CNSO;6130-14-5875950;13.0;10.0;-3.0;MANQUE;3.0;1.3
CNSO;6130-25-1625841;4.0;7.0;3.0;SURPLUS;3.0;0.571
BST;7025-17-1289200;8.0;5.0;-3.0;MANQUE;3.0;1.6
BST;7025-01-7232642;2.0;5.0;3.0;SURPLUS;3.0;0.4
ANTACL;7025-01-7016891;10.0;13.0;3.0;SURPLUS;3.0;0.769
BST;7025-01-7035251;2.0;5.0;3.0;SURPLUS;3.0;0.4
BST;7025-01-6919340;4.0;1.0;-3.0;MANQUE;3.0;3.996
CHG;5825-64-0000616;4.0;1.0;-3.0;MANQUE;3.0;3.996
CNSO;5975-14-5325427;3.0;6.0;3.0;SURPLUS;3.0;0.5
CHG;5895-01-6592493;4.0;1.0;-3.0;MANQUE;3.0;3.996
CHG;5975-01-6429655;4.0;1.0;-3.0;MANQUE;3.0;3.996
BST;5805-14-5925645;7.0;4.0;-3.0;MANQUE;3.0;1.75
BST;5820-01-7078911;1.0;4.0;3.0;SURPLUS;3.0;0.25
BST;5820-14-5697607;91.0;88.0;-3.0;MANQUE;3.0;1.034
BST;5820-14-5855447;1.0;4.0;3.0;SURPLUS;3.0;0.25
BLD;6130-14-5797008;13.0;10.0;-3.0;MANQUE;3.0;1.3
CNSO;5805-01-6146636;2.0;5.0;3.0;SURPLUS;3.0;0.4
BLD;5820-01-6785684;5.0;2.0;-3.0;MANQUE;3.0;2.499
BLD;5810-14-6005236;3.0;6.0;3.0;SURPLUS;3.0;0.5
CHG;6130-01-6470900;4.0;1.0;-3.0;MANQUE;3.0;3.996
CHG;5998-14-5649434;5.0;2.0;-3.0;MANQUE;3.0;2.499
CNSO;5805-14-5925645;2.0;5.0;3.0;SURPLUS;3.0;0.4
BLD;5810-14-5860297;4.0;1.0;-3.0;MANQUE;3.0;3.996
CNSO;5820-01-6073345;1.0;4.0;3.0;SURPLUS;3.0;0.25
BST;5820-14-6075773;1.0;4.0;3.0;SURPLUS;3.0;0.25
CNSO;5895-01-6692703;6.0;3.0;-3.0;MANQUE;3.0;1.999
ANTACL;7025-01-6519677;4.0;1.0;-3.0;MANQUE;3.0;3.996
CHG;7025-01-6429660;4.0;1.0;-3.0;MANQUE;3.0;3.996
CNSO;7025-14-6070179;1.0;4.0;3.0;SURPLUS;3.0;0.25
ANTACL;6030-01-5849988;15.0;12.0;-3.0;MANQUE;3.0;1.25
BST;5975-01-6312801;4.0;1.0;-3.0;MANQUE;3.0;3.996
CNSO;7025-14-5984652;2.0;5.0;3.0;SURPLUS;3.0;0.4
ANTACL;5895-01-6998026;1.0;4.0;3.0;SURPLUS;3.0;0.25
BST;6130-14-5355924;5.0;2.0;-3.0;MANQUE;3.0;2.499
CNSO;6730-14-5730476;4.0;1.0;-3.0;MANQUE;3.0;3.996
CNSO;7025-01-6538334;4.0;7.0;3.0;SURPLUS;3.0;0.571
BST;7025-01-6264014;2.0;5.0;3.0;SURPLUS;3.0;0.4
CNSO;7025-17-1278676;4.0;1.0;-3.0;MANQUE;3.0;3.996
CNSO;7025-14-5452181;6.0;9.0;3.0;SURPLUS;3.0;0.667
BST;7025-01-6301434;1.0;4.0;3.0;SURPLUS;3.0;0.25
BST;5998-14-5648968;4.0;1.0;-3.0;MANQUE;3.0;3.996
BST;5965-99-1571899;9.0;6.0;-3.0;MANQUE;3.0;1.5
